feeder,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12
"P1, кВт",-0.01039247497939294,0.0201448090719632,0.06158110600351885,0.015125800223253827,0.014506955538580113,0.019947772029222877,0.04863186861404073,0.03526740920203725,0.0004130390186680155,0.017163883118804013,0.06745918604809464,0.013256670763299505
"P4, кВт",-0.019987754147056336,-0.0034476980780503985,0.012261550406546695,-0.0020782049827059446,-0.028126055242436665,0.005551035555479367,-0.00252880340455397,0.053266883167706724,-0.002883975748857459,0.06285570255552858,-0.012949644136285299,0.033674304258482946
"P5, кВт",-0.0002089948699977029,-0.04419786053558866,-0.020130908148469906,-0.049681445325901574,-0.038599097573801755,-0.03669286090460355,-0.042538345998607396,-0.033121319079261524,-0.05303771729527995,-0.07454546270571738,0.02536121604515912,-0.0521020845207566
"P6, кВт",-0.009926708200427459,0.021187287238779995,-0.015698137419892233,0.009176795003513205,-0.002976553673818272,0.020235285557797633,0.05075192166474707,-0.022888742642654558,0.0053803186275527826,0.014451648403015716,0.005172848672688468,-0.040211355492433265
"P7, кВт",-0.015701147115840308,-0.0024558548881827846,0.016241641952915997,-0.004323664188986276,-0.007889879888116569,0.008051569703004191,0.007513057337276363,0.007679835637147081,-0.001974684700080276,0.007438933811440229,-0.009743154584509639,-0.0008818300156029912
"P8, кВт",-0.012115955309412396,-0.008141599052751636,-0.012183082998107053,0.022619190641173403,-0.012845314715271061,-0.032959444091807844,0.10642158544955407,0.10642158544955407,-0.016923989073724166,-0.030302586786968844,-0.02393371232468111,0.0014296695505028878
"P9, кВт",0.04705027852793087,-0.009425156592795303,0.027253912995479912,0.05444377270399542,0.0038919652355246526,0.01274341279601926,-0.0013632199401225065,0.01727904427040783,-0.004936428405325821,0.019571284389701238,-0.009534839779741955,-0.0019161443595667738
