datetime;P_kW;DRFI
2014-05-08 17:00:00;1029,3651640064975;0,2830728047676514
2014-05-08 17:30:00;1038,6821671216023;0,28328121130622796
2014-05-08 18:00:00;1049,9760949511083;0,2770777683371337
2014-05-08 18:30:00;1063,3268158616888;0,2756545636140487
2014-05-08 19:00:00;1078,5933167549774;0,27358042918415226
2014-05-08 19:30:00;1095,3328209237488;0,2716196312215585
2014-05-08 20:00:00;1112,7761755000545;0,2762477465220198
2014-05-08 20:30:00;1129,8053398228292;0,27518288465707164
2014-05-08 21:00:00;1145,0122947413147;0,2748684830333793
2014-05-08 21:30:00;1156,819655905327;0,28170897953608026
2014-05-08 22:00:00;1163,6165203357878;0,28330598985114813
2014-05-08 22:30:00;1163,9788937618505;0,2890295739344127
2014-05-08 23:00:00;1156,8506237332087;0,28829721537335173
2014-05-08 23:30:00;1141,7277450489105;0,28767060164027863
2014-05-09 00:00:00;1118,770861741543;0,28735056703261286
2014-05-09 00:30:00;1088,8564952116556;0,2875306474246278
2014-05-09 01:00:00;1053,552062356878;0,28836669473882254
2014-05-09 01:30:00;1014,994186218564;0,2899564513691452
2014-05-09 02:00:00;975,7060140614989;0,2821436395451288
2014-05-09 02:30:00;938,3556001512321;0,2812518767780744
2014-05-09 03:00:00;905,48545386325;0,2840579952029777
2014-05-09 03:30:00;879,2754163950468;0,28737754610308597
2014-05-09 04:00:00;861,3399235170964;0,2909954168757854
2014-05-09 04:30:00;852,5855105018494;0,2908627825989407
2014-05-09 05:00:00;853,134272541715;0,28725741846246816
2014-05-09 05:30:00;862,3552014959376;0,2840758262281831
2014-05-09 06:00:00;878,9637099671359;0,2815004400270052
2014-05-09 06:30:00;901,1812799025478;0,2796580282407684
2014-05-09 07:00:00;926,93748321549;0,2781050174882588
2014-05-09 07:30:00;954,0833738590288;0,2792874594916957
2014-05-09 08:00:00;980,6154712595229;0,27985609448760723
2014-05-09 08:30:00;1004,8512848211182;0,28116463609319936
2014-05-09 09:00:00;1025,5563388017986;0,28289640360104423
2014-05-09 09:30:00;1042,0032562760844;0,28487513424069005
2014-05-09 10:00:00;1053,964779805151;0,28691856991297915
2014-05-09 10:30:00;1061,6419870819404;0,2888653782458764
2014-05-09 11:00:00;1065,5774401147285;0,28334739612227694
2014-05-09 11:30:00;1066,4838726129258;0,2831964073521946
2014-05-09 12:00:00;1065,1436252179878;0,28309767719128887
2014-05-09 12:30:00;1062,283342808488;0,2834358691098488
2014-05-09 13:00:00;1058,4836868400919;0,2841896107443759
2014-05-09 13:30:00;1054,163222887559;0,2790676815187395
2014-05-09 14:00:00;1049,5859799612956;0,2803465852065438
2014-05-09 14:30:00;1044,9269670397875;0,28129607261763556
2014-05-09 15:00:00;1040,350085962554;0,2818818725977432
2014-05-09 15:30:00;1036,0711517596924;0,2820526576603255
2014-05-09 16:00:00;1032,4096951649906;0,2817192611441133
2014-05-09 16:30:00;1029,8115449626664;0,28075563620476884
2014-05-09 17:00:00;1028,8189252875966;0,27900395985180754
2014-05-09 17:30:00;1030,0046416567263;0,27680330827103505
2014-05-09 18:00:00;1033,8791300378628;0,2746670419375828
2014-05-09 18:30:00;1040,7545132042999;0,27269879290863874
2014-05-09 19:00:00;1050,6680904194313;0,2710094680825794
2014-05-09 19:30:00;1063,2660618337766;0,26969722384413497
2014-05-09 20:00:00;1077,7437112581679;0,26883851406549214
2014-05-09 20:30:00;1092,8425683418805;0,2684741777174244
2014-05-09 21:00:00;1106,9355214600587;0,2623512619989755
2014-05-09 21:30:00;1118,158583186688;0,2629215295916495
2014-05-09 22:00:00;1124,5695082623056;0,2638280553264457
2014-05-09 22:30:00;1124,3831752582103;0,26284583597559563
